d, 0, 0.020762
d, 0, 4.1E-4
d, 0, 2.8E-4
d, 0, 1.46E-4
d, 0, 1.29E-4
d, 0, 1.28E-4
d, 0, 1.11E-4
d, 0, 1.29E-4
d, 0, 1.2E-4
d, 0, 1.2E-4
d, 1, 1.35E-4
d, 1, 1.21E-4
d, 1, 1.29E-4
d, 1, 1.31E-4
d, 1, 1.2E-4
d, 1, 1.18E-4
d, 1, 1.3E-4
d, 1, 1.21E-4
d, 1, 1.17E-4
d, 1, 1.21E-4
d, 2, 0.00447
d, 2, 6.96E-4
d, 2, 5.12E-4
d, 2, 3.33E-4
d, 2, 3.19E-4
d, 2, 3.4E-4
d, 2, 3.21E-4
d, 2, 3.25E-4
d, 2, 3.33E-4
d, 2, 3.13E-4
d, 3, 6.83E-4
d, 3, 3.87E-4
d, 3, 5.25E-4
d, 3, 5.65E-4
d, 3, 5.22E-4
d, 3, 7.4E-4
d, 3, 5.01E-4
d, 3, 5.72E-4
d, 3, 7.9E-4
d, 3, 3.31E-4
d, 4, 7.35E-4
d, 4, 8.35E-4
d, 4, 5.36E-4
d, 4, 0.00478
d, 4, 7.27E-4
d, 4, 9.82E-4
d, 4, 9.66E-4
d, 4, 9.33E-4
d, 4, 9.43E-4
d, 4, 7.81E-4
d, 5, 0.001007
d, 5, 0.001173
d, 5, 8.39E-4
d, 5, 0.001175
d, 5, 0.001243
d, 5, 0.001356
d, 5, 0.001091
d, 5, 0.013484
d, 5, 0.001009
d, 5, 0.01183
d, 6, 0.001337
d, 6, 0.001454
d, 6, 0.003406
d, 6, 0.001449
d, 6, 0.001045
d, 6, 0.001675
d, 6, 0.001436
d, 6, 0.011644
d, 6, 0.001085
d, 6, 0.001332
d, 7, 0.001486
d, 7, 0.002004
d, 7, 0.001374
d, 7, 0.001352
d, 7, 0.00153
d, 7, 0.001084
d, 7, 0.001906
d, 7, 0.001731
d, 7, 0.001514
d, 7, 0.002112
d, 8, 0.002325
d, 8, 0.007149
d, 8, 0.002625
d, 8, 0.002097
d, 8, 0.002829
d, 8, 0.00177
d, 8, 0.002118
d, 8, 0.001329
d, 8, 0.001982
d, 8, 0.001888
d, 9, 0.002234
d, 9, 0.002248
d, 9, 0.001632
d, 9, 0.001762
d, 9, 0.002413
d, 9, 0.002641
d, 9, 0.002488
d, 9, 0.001909
d, 9, 0.001853
d, 9, 0.001879
d, 10, 0.003663
d, 10, 0.002175
d, 10, 0.002694
d, 10, 0.002066
d, 10, 0.001694
d, 10, 0.002317
d, 10, 0.002144
d, 10, 0.001744
d, 10, 0.002936
d, 10, 0.002444
d, 11, 0.002454
d, 11, 0.00284
d, 11, 0.002989
d, 11, 0.00242
d, 11, 0.00307
d, 11, 0.002727
d, 11, 0.003097
d, 11, 0.002713
d, 11, 0.002124
d, 11, 0.011738
d, 12, 0.00313
d, 12, 0.003148
d, 12, 0.003105
d, 12, 0.002922
d, 12, 0.002814
d, 12, 0.003038
d, 12, 0.00297
d, 12, 0.003498
d, 12, 0.002554
d, 12, 0.004184
d, 13, 0.003224
d, 13, 0.003533
d, 13, 0.002845
d, 13, 0.0032
d, 13, 0.003403
d, 13, 0.002821
d, 13, 0.003874
d, 13, 0.003197
d, 13, 0.003302
d, 13, 0.00327
d, 14, 0.003325
d, 14, 0.003471
d, 14, 0.003499
d, 14, 0.003083
d, 14, 0.003575
d, 14, 0.003539
d, 14, 0.003721
d, 14, 0.003494
d, 14, 0.003276
d, 14, 0.003728
d, 15, 0.003697
d, 15, 0.004195
d, 15, 0.003845
d, 15, 0.003491
d, 15, 0.003534
d, 15, 0.003615
d, 15, 0.004307
d, 15, 0.003761
d, 15, 0.003663
d, 15, 0.003667
d, 16, 0.003967
d, 16, 0.004004
d, 16, 0.003603
d, 16, 0.004051
d, 16, 0.004462
d, 16, 0.00379
d, 16, 0.004475
d, 16, 0.004166
d, 16, 0.006941
d, 16, 9.24E-4
d, 17, 0.001088
d, 17, 9.96E-4
d, 17, 9.19E-4
d, 17, 8.48E-4
d, 17, 8.37E-4
d, 17, 9.69E-4
d, 17, 9.47E-4
d, 17, 9.22E-4
d, 17, 7.93E-4
d, 17, 9.42E-4
d, 18, 9.24E-4
d, 18, 8.09E-4
d, 18, 0.001887
d, 18, 9.4E-4
d, 18, 8.86E-4
d, 18, 8.75E-4
d, 18, 8.07E-4
d, 18, 8.4E-4
d, 18, 8.92E-4
d, 18, 8.57E-4
d, 19, 9.19E-4
d, 19, 8.92E-4
d, 19, 0.001067
d, 19, 9.2E-4
d, 19, 9.25E-4
d, 19, 9.68E-4
d, 19, 8.86E-4
d, 19, 0.001121
d, 19, 9.18E-4
d, 19, 8.67E-4
d, 20, 0.001145
d, 20, 0.001094
d, 20, 0.001085
d, 20, 9.27E-4
d, 20, 9.68E-4
d, 20, 0.001114
d, 20, 9.47E-4
d, 20, 9.96E-4
d, 20, 0.00167
d, 20, 0.001361
d, 21, 9.95E-4
d, 21, 0.001117
d, 21, 0.00113
d, 21, 0.001119
d, 21, 9.3E-4
d, 21, 0.001022
d, 21, 0.010154
d, 21, 0.001113
d, 21, 9.42E-4
d, 21, 0.001
d, 22, 0.001385
d, 22, 0.0011
d, 22, 0.001084
d, 22, 0.001086
d, 22, 0.001112
d, 22, 0.001175
d, 22, 0.001114
d, 22, 0.001096
d, 22, 0.001112
d, 22, 0.001091
d, 23, 0.001097
d, 23, 0.001115
d, 23, 0.009662
d, 23, 0.001225
d, 23, 0.00108
d, 23, 0.001112
d, 23, 0.001241
d, 23, 0.001202
d, 23, 0.001137
d, 23, 0.001332
d, 24, 0.001184
d, 24, 0.00124
d, 24, 0.001134
d, 24, 0.001344
d, 24, 0.001301
d, 24, 0.0013
d, 24, 0.001224
d, 24, 0.001385
d, 24, 0.001285
d, 24, 0.001831
d, 25, 0.001348
d, 25, 0.001481
d, 25, 0.001304
d, 25, 0.001798
d, 25, 0.001251
d, 25, 0.005272
d, 25, 0.001323
d, 25, 0.001366
d, 25, 0.001326
d, 25, 0.001445
d, 26, 0.001473
d, 26, 0.001594
d, 26, 0.001436
d, 26, 0.001626
d, 26, 0.001371
d, 26, 0.001352
d, 26, 0.001519
d, 26, 0.002039
d, 26, 0.001245
d, 26, 0.001346
d, 27, 0.001383
d, 27, 0.001474
d, 27, 0.001381
d, 27, 0.001722
d, 27, 0.001349
d, 27, 0.001346
d, 27, 0.001554
d, 27, 0.001283
d, 27, 0.001449
d, 27, 0.001388
d, 28, 0.001631
d, 28, 0.001568
d, 28, 0.001486
d, 28, 0.001556
d, 28, 0.002412
d, 28, 0.003944
d, 28, 0.00139
d, 28, 0.001495
d, 28, 0.001464
d, 28, 0.001439
d, 29, 0.001644
d, 29, 0.001884
d, 29, 0.001508
d, 29, 0.001624
d, 29, 0.001516
